QGC WPL 110
0	1	0	16	0	0	0	0	60.0024590	27.8573238	1.930000	1
1	0	3	22	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.000000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	60.00248960	27.85733790	1.000000	1
3	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	60.00248050	27.85741670	1.000000	1
4	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	60.00251120	27.85743080	1.000000	1
5	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	60.00250110	27.85751840	1.000000	1
6	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	60.00243980	27.85749010	1.000000	1
7	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	60.00243070	27.85756890	1.000000	1
8	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	60.00243270	27.85767120	1.000000	1
9	0	3	93	3.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
10	0	3	183	5.00000000	1200.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
11	0	3	93	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
12	0	3	183	5.00000000	1800.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
13	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	60.00248090	27.85769350	1.000000	1
14	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	60.00247780	27.85771970	1.000000	1
15	0	3	21	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
